tag,timestamp,area,uptime,reviewed,approved,implemented,implementation_status
ore_pulp_ph,2017-09-09 20:00:00,area_2,False,False,False,False,0.32217848123816206
ore_pulp_ph,2017-09-09 23:00:00,area_2,False,False,False,False,0.8472053615560582
ore_pulp_density,2017-09-05 23:00:00,area_2,True,True,True,True,0.9190873682660634
ore_pulp_density,2017-09-06 02:00:00,area_2,False,False,False,False,1.13436406012556
ore_pulp_density,2017-09-06 05:00:00,area_2,True,True,True,True,1.1252646529141075
ore_pulp_density,2017-09-06 08:00:00,area_2,True,True,True,True,1.041797077699401
ore_pulp_density,2017-09-06 11:00:00,area_2,True,True,True,True,0.9821980327970394
ore_pulp_density,2017-09-06 14:00:00,area_2,False,False,False,False,1.186081028760368
ore_pulp_density,2017-09-06 17:00:00,area_2,True,True,True,True,0.9026483138690302
ore_pulp_density,2017-09-06 20:00:00,area_2,True,True,True,True,1.1519297550709218
ore_pulp_density,2017-09-06 23:00:00,area_2,True,True,True,True,1.0453555693931942
ore_pulp_density,2017-09-07 02:00:00,area_2,True,True,True,False,0.5350503869979524
ore_pulp_density,2017-09-07 05:00:00,area_2,True,True,True,True,0.9559856614644052
ore_pulp_density,2017-09-07 08:00:00,area_2,True,True,False,False,0.22407464661732224
ore_pulp_density,2017-09-07 11:00:00,area_2,True,True,True,True,0.8075406733481072
ore_pulp_density,2017-09-07 14:00:00,area_2,True,True,True,True,1.071459546466039
ore_pulp_density,2017-09-07 17:00:00,area_2,True,True,True,False,1.4265737419033686
ore_pulp_density,2017-09-07 20:00:00,area_2,True,True,True,True,1.0989069711162203
ore_pulp_density,2017-09-07 23:00:00,area_2,True,False,False,False,1.2826835626738537
ore_pulp_density,2017-09-08 02:00:00,area_2,True,True,True,True,1.182767866492544
ore_pulp_density,2017-09-08 05:00:00,area_2,True,True,True,True,1.0615019378139532
ore_pulp_density,2017-09-08 08:00:00,area_2,False,False,False,False,0.5547915458150661
ore_pulp_density,2017-09-08 11:00:00,area_2,True,True,True,True,0.8417366682300685
ore_pulp_density,2017-09-08 14:00:00,area_2,True,True,True,True,0.9847661444324708
ore_pulp_density,2017-09-08 17:00:00,area_2,True,True,True,True,1.0960552274397677
ore_pulp_density,2017-09-08 20:00:00,area_2,True,True,True,True,0.8523239105074574
ore_pulp_density,2017-09-08 23:00:00,area_2,True,True,True,True,1.151439295079507
ore_pulp_density,2017-09-09 02:00:00,area_2,True,True,True,True,0.8690311053658614
ore_pulp_density,2017-09-09 05:00:00,area_2,True,True,False,False,-0.09917033585811263
ore_pulp_density,2017-09-09 08:00:00,area_2,True,True,False,False,0.8212751497722222
ore_pulp_density,2017-09-09 11:00:00,area_2,True,True,True,True,0.8353405513510621
ore_pulp_density,2017-09-09 14:00:00,area_2,True,False,False,False,0.5102276908583065
ore_pulp_density,2017-09-09 17:00:00,area_2,True,True,False,False,0.5508913148178498
ore_pulp_density,2017-09-09 20:00:00,area_2,False,False,False,False,0.8103812644785144
ore_pulp_density,2017-09-09 23:00:00,area_2,False,False,False,False,1.3921234294611553
ore_pulp_flow,2017-09-05 23:00:00,area_2,False,False,False,False,-0.04611197922114929
ore_pulp_flow,2017-09-06 02:00:00,area_2,True,True,True,False,0.7504442088883002
ore_pulp_flow,2017-09-06 05:00:00,area_2,True,True,True,True,0.9359988034867956
ore_pulp_flow,2017-09-06 08:00:00,area_2,True,True,False,False,-0.0902032103507151
ore_pulp_flow,2017-09-06 11:00:00,area_2,True,True,True,False,0.9192989231242882
ore_pulp_flow,2017-09-06 14:00:00,area_2,True,True,True,True,1.0156397328374476
ore_pulp_flow,2017-09-06 17:00:00,area_2,True,True,True,True,1.051609337696195
ore_pulp_flow,2017-09-06 20:00:00,area_2,False,False,False,False,1.9085587810464075
ore_pulp_flow,2017-09-06 23:00:00,area_2,True,False,False,False,0.9859958001624638
ore_pulp_flow,2017-09-07 02:00:00,area_2,True,True,True,True,0.9878300488566715
ore_pulp_flow,2017-09-07 05:00:00,area_2,True,True,True,True,1.1638932605027423
ore_pulp_flow,2017-09-07 08:00:00,area_2,True,True,True,True,1.0200126886763892
ore_pulp_flow,2017-09-07 11:00:00,area_2,True,True,False,False,0.5407912989015611
ore_pulp_flow,2017-09-07 14:00:00,area_2,True,True,False,False,0.22745088279304349
ore_pulp_flow,2017-09-07 17:00:00,area_2,True,True,True,True,0.8740494340760951
ore_pulp_flow,2017-09-07 20:00:00,area_2,True,True,True,True,0.8569438808541103
ore_pulp_flow,2017-09-07 23:00:00,area_2,True,True,True,True,0.9746054573847462
ore_pulp_flow,2017-09-08 02:00:00,area_2,True,True,True,True,1.1074226668876725
ore_pulp_flow,2017-09-08 05:00:00,area_2,False,False,False,False,0.6970153193842904
ore_pulp_flow,2017-09-08 08:00:00,area_2,True,True,True,True,0.8322835956415047
ore_pulp_flow,2017-09-08 11:00:00,area_2,True,True,False,False,1.6700344318120284
ore_pulp_flow,2017-09-08 14:00:00,area_2,True,True,True,True,1.1839988012095808
ore_pulp_flow,2017-09-08 17:00:00,area_2,True,False,False,False,1.4027517813790702
ore_pulp_flow,2017-09-08 20:00:00,area_2,False,False,False,False,1.2349578567353747
ore_pulp_flow,2017-09-08 23:00:00,area_2,True,True,False,False,0.6439177440797901
ore_pulp_flow,2017-09-09 02:00:00,area_2,True,True,True,False,1.1038461978214666
ore_pulp_flow,2017-09-09 05:00:00,area_2,True,True,True,True,1.0739738338919436
ore_pulp_flow,2017-09-09 08:00:00,area_2,True,True,True,True,0.8382844614367063
ore_pulp_flow,2017-09-09 11:00:00,area_2,False,False,False,False,1.5990067269083454
ore_pulp_flow,2017-09-09 14:00:00,area_2,True,True,True,True,1.0506774999411213
ore_pulp_flow,2017-09-09 17:00:00,area_2,True,False,False,False,0.5572935192649358
ore_pulp_flow,2017-09-09 20:00:00,area_2,True,True,True,True,1.021183623610664
ore_pulp_flow,2017-09-09 23:00:00,area_2,True,True,True,True,0.9443881848152991
