time_col,mill_b_power,mill_b_load,mill_a_power,mill_a_load,on_off_mill_a
2020-05-01 00:36:00,200.0,322.7062901554116,120.0,705.757267018193,1.0
2020-05-01 00:36:56,200.0,310.3857997822107,120.0,705.0594962196103,1.0
2020-05-01 00:37:57,200.0,298.144481177147,120.0,665.3168295648012,1.0
2020-05-01 00:38:58,200.0,326.8763830006493,120.0,667.4424312356166,1.0
2020-05-01 00:40:01,200.0,273.5489186886674,120.0,648.7861758733227,1.0
2020-05-01 00:41:04,200.0,363.0376885168184,120.0,639.4995515705256,1.0
2020-05-01 00:42:04,200.0,275.69964864108624,120.0,632.3432452343746,1.0
2020-05-01 00:43:03,200.0,350.2593918479877,120.0,723.7693848807947,1.0
2020-05-01 00:43:55,200.0,319.9271629339904,120.0,662.2586954562087,1.0
2020-05-01 00:44:58,200.0,291.6939687060895,120.0,664.0481424597203,1.0
2020-05-01 00:46:02,200.0,262.1815720545584,120.0,643.6801159987518,1.0
2020-05-01 00:46:59,200.0,304.060957922564,120.0,694.4372588957978,1.0
2020-05-01 00:48:03,200.0,311.4726172077214,120.0,634.6525538110512,1.0
2020-05-01 00:48:56,200.0,307.3226720790305,120.0,669.6814929946507,1.0
2020-05-01 00:49:57,200.0,263.86755613743424,120.0,652.6133359701581,
2020-05-01 00:50:59,200.0,324.28373954739226,120.0,684.6725624464816,1.0
2020-05-01 00:51:56,200.0,286.1688328049401,120.0,662.2298715607782,1.0
2020-05-01 00:53:00,200.0,315.6938365724276,120.0,645.4841953969396,1.0
2020-05-01 00:54:00,200.0,293.3705926412038,120.0,674.2954442915336,1.0
2020-05-01 00:55:01,200.0,320.5805365594104,120.0,685.7082967632605,1.0
2020-05-01 00:55:56,200.0,334.5777246669339,120.0,676.6629305595792,1.0
2020-05-01 00:57:04,200.0,315.8282896172594,120.0,682.5617974434946,1.0
2020-05-01 00:57:55,200.0,318.4888592646954,120.0,659.141947657976,1.0
2020-05-01 00:59:00,200.0,322.1343655864893,120.0,665.9314708503216,1.0
2020-05-01 01:00:03,200.0,296.8959077904824,120.0,658.1884888056012,1.0
2020-05-01 01:01:04,200.0,323.5848897567704,120.0,666.0111709614864,1.0
2020-05-01 01:01:56,200.0,301.15782938078974,120.0,654.6713429488887,1.0
2020-05-01 01:02:57,200.0,315.2385918132971,120.0,631.8429349417081,1.0
2020-05-01 01:03:57,200.0,377.8740471571761,120.0,679.4356535563438,1.0
2020-05-01 01:05:04,200.0,262.7354287629405,120.0,664.9554765947935,1.0
2020-05-01 01:06:00,200.0,341.34194504923977,120.0,634.2450413258489,1.0
2020-05-01 01:06:59,200.0,300.56904718614163,120.0,686.5695563881444,1.0
2020-05-01 01:07:56,200.0,265.93556523527843,120.0,652.317540890419,1.0
2020-05-01 01:09:01,200.0,318.17310373448345,120.0,676.2986348949034,1.0
2020-05-01 01:09:58,200.0,284.273778431999,120.0,693.2272640544384,1.0
2020-05-01 01:10:56,200.0,354.8738029907729,120.0,678.2245727689352,1.0
2020-05-01 01:11:59,200.0,318.23206162851847,120.0,703.4850171135826,1.0
2020-05-01 01:13:04,200.0,328.0801785451228,120.0,644.1293544911587,1.0
2020-05-01 01:14:03,200.0,319.24424503342823,120.0,685.0585410294387,1.0
2020-05-01 01:14:59,200.0,297.1546046718244,120.0,657.8797477264922,1.0
2020-05-01 01:16:01,200.0,311.27593345525884,120.0,653.230071270453,1.0
2020-05-01 01:16:57,200.0,283.07864344263976,120.0,660.5287583808896,1.0
2020-05-01 01:18:04,200.0,322.8474535136738,120.0,667.2111866968157,1.0
2020-05-01 01:19:01,200.0,361.3133935071765,120.0,676.4041335557437,1.0
2020-05-01 01:19:57,200.0,272.2598339915211,120.0,645.8712539804161,1.0
2020-05-01 01:21:00,200.0,321.94166368430047,120.0,697.5206621738547,1.0
2020-05-01 01:21:57,200.0,292.9330821407251,120.0,686.6415609932615,1.0
2020-05-01 01:23:02,200.0,306.9377117860011,120.0,636.5939078430694,1.0
2020-05-01 01:24:00,200.0,330.00282984635425,120.0,712.20630484489,1.0
2020-05-01 01:24:56,200.0,338.82057563567554,120.0,722.3972294007646,1.0
2020-05-01 01:25:56,200.0,311.67807944517864,120.0,704.4694892789913,1.0
2020-05-01 01:27:02,200.0,306.8442258247002,120.0,670.5018791046912,1.0
2020-05-01 01:28:00,200.0,248.8082538463255,120.0,648.2311844622365,1.0
2020-05-01 01:28:59,200.0,302.99386672573684,120.0,701.3612931732785,1.0
2020-05-01 01:29:57,200.0,291.6990166040692,120.0,664.9205763256705,1.0
2020-05-01 01:31:03,200.0,329.86562479527186,120.0,705.5611267595607,1.0
2020-05-01 01:32:03,200.0,311.8465742593162,120.0,680.2068744519215,1.0
2020-05-01 01:33:02,200.0,329.05034291649235,120.0,699.4159759120928,1.0
2020-05-01 01:34:03,200.0,309.15293189938564,120.0,683.90915992936,1.0
2020-05-01 01:34:55,200.0,312.48061654238285,120.0,692.6643292047987,1.0
2020-05-01 01:36:03,200.0,329.807757090912,120.0,675.2625005180205,1.0
2020-05-01 01:37:04,200.0,257.9157796550709,120.0,719.6467623476459,1.0
2020-05-01 01:37:57,200.0,296.8217092119872,120.0,678.1728023175905,1.0
2020-05-01 01:38:55,200.0,330.54161106033644,120.0,685.0497340861175,1.0
2020-05-01 01:40:02,200.0,321.91824588221147,120.0,722.0787674264063,1.0
2020-05-01 01:41:01,200.0,327.3480903862836,120.0,641.3060234714388,1.0
2020-05-01 01:41:55,200.0,322.86011176384926,120.0,643.2378750378566,1.0
2020-05-01 01:43:02,200.0,299.0561638574119,120.0,699.2349177039503,1.0
2020-05-01 01:44:00,200.0,291.8916784727353,120.0,645.671914872146,1.0
2020-05-01 01:44:56,200.0,319.75199407898606,120.0,723.5905296412324,1.0
2020-05-01 01:46:03,200.0,324.7828134182562,120.0,664.6595254810063,1.0
2020-05-01 01:47:00,200.0,327.94334479142424,120.0,656.3136297139811,1.0
2020-05-01 01:48:04,200.0,326.464749685101,120.0,723.0735506620097,1.0
2020-05-01 01:49:01,200.0,279.8990087363398,120.0,712.0128697858606,1.0
2020-05-01 01:49:58,200.0,291.41584944977353,120.0,721.6889740106642,1.0
2020-05-01 01:51:02,200.0,349.53249456288563,120.0,697.6511164568847,1.0
2020-05-01 01:52:02,200.0,311.7709307387079,120.0,653.4693578736325,1.0
2020-05-01 01:53:00,200.0,321.9005294094714,120.0,722.7516238274759,1.0
2020-05-01 01:53:58,200.0,329.4388443305879,120.0,668.2999157262155,1.0
2020-05-01 01:55:03,200.0,285.6595511596525,120.0,695.0614098949098,1.0
2020-05-01 01:56:02,200.0,300.3076624082992,120.0,698.6812991943438,1.0
2020-05-01 01:56:58,200.0,333.9348487679,120.0,671.1247476727292,1.0
2020-05-01 01:58:00,200.0,296.66353745952574,120.0,690.351984258652,1.0
2020-05-01 01:59:04,200.0,286.7792182182957,120.0,698.0551667891632,1.0
2020-05-01 01:59:58,200.0,299.20674903128946,120.0,684.4106382788907,1.0
2020-05-01 02:01:03,200.0,362.7215208210003,120.0,647.5149802353951,1.0
2020-05-01 02:01:55,200.0,327.13592920582016,120.0,682.4559543551514,1.0
2020-05-01 02:03:02,200.0,314.6604595216073,120.0,708.1596474171757,1.0
2020-05-01 02:04:02,200.0,303.0207383479315,120.0,657.6358035067159,1.0
2020-05-01 02:04:55,200.0,374.74196985482735,120.0,671.2591364918082,1.0
2020-05-01 02:05:58,200.0,313.9624327112428,120.0,664.1211612069591,1.0
2020-05-01 02:07:00,200.0,283.69092442604483,120.0,721.2315932119835,1.0
2020-05-01 02:07:58,200.0,305.4951346857604,120.0,691.8073689253109,1.0
2020-05-01 02:08:57,200.0,290.19978274549464,120.0,685.1865459060277,1.0
2020-05-01 02:09:58,200.0,330.6942704607594,120.0,655.752098138867,1.0
2020-05-01 02:10:59,200.0,303.1575268876483,120.0,688.4812297822955,1.0
2020-05-01 02:12:04,200.0,305.66845995684935,120.0,658.1416834835655,1.0
2020-05-01 02:12:55,200.0,322.1506834952361,120.0,675.7957639568588,1.0
2020-05-01 02:14:03,200.0,295.5760450296065,120.0,659.103848040528,1.0
2020-05-01 02:15:01,200.0,349.0561829396959,120.0,691.9108323736625,1.0
2020-05-01 02:15:58,200.0,318.2168048697403,120.0,689.4147704153735,1.0
2020-05-01 02:16:57,200.0,295.13045307686144,120.0,669.7925311105502,1.0
2020-05-01 02:17:56,200.0,292.6888593483902,120.0,684.9001678165412,1.0
2020-05-01 02:19:01,200.0,276.6799712218977,120.0,647.6734622817373,1.0
2020-05-01 02:20:03,200.0,312.79641746407526,120.0,637.7185601823599,1.0
2020-05-01 02:21:03,200.0,299.0788922523487,120.0,685.9847925316134,1.0
2020-05-01 02:22:04,200.0,315.36219225263795,120.0,679.1668373843132,1.0
2020-05-01 02:22:55,200.0,328.28953385154085,120.0,690.8757859223026,1.0
2020-05-01 02:24:02,200.0,301.1119436920957,120.0,734.5786193715985,1.0
2020-05-01 02:25:01,200.0,294.96999675879846,120.0,698.6119871747603,1.0
2020-05-01 02:25:55,200.0,305.0526955989279,120.0,652.179444363896,1.0
2020-05-01 02:26:56,200.0,323.36881458932385,120.0,702.9254072023963,1.0
2020-05-01 02:28:03,200.0,272.8279921818444,120.0,642.1023147372119,1.0
2020-05-01 02:29:00,200.0,286.25279407219205,120.0,663.4603848796323,1.0
2020-05-01 02:30:04,200.0,304.585472631248,120.0,,1.0
2020-05-01 02:31:03,200.0,340.7100521476028,120.0,717.8335680412341,1.0
2020-05-01 02:32:00,200.0,322.1091248327258,120.0,656.381129448789,1.0
2020-05-01 02:33:04,200.0,287.44901045898405,120.0,654.3390365335247,1.0
2020-05-01 02:33:56,200.0,305.883565742181,120.0,672.5386868893642,1.0
2020-05-01 02:34:56,200.0,273.40748124943457,120.0,658.4130428409474,1.0
2020-05-01 02:35:57,200.0,321.932757189314,120.0,703.1658980526627,1.0
2020-05-01 02:37:04,200.0,278.9569190443581,120.0,648.0017122909144,1.0
2020-05-01 02:38:04,200.0,293.26860243103226,120.0,646.3132836897224,1.0
2020-05-01 02:39:00,200.0,333.49240557814954,120.0,664.0544988813891,1.0
2020-05-01 02:40:01,200.0,325.1095408531459,120.0,662.5491887326924,1.0
2020-05-01 02:40:59,200.0,315.81232402373706,120.0,723.2383013454246,1.0
2020-05-01 02:41:55,200.0,321.94344511072603,120.0,698.735520173144,1.0
2020-05-01 02:42:59,200.0,362.2931986327548,120.0,677.1887810346298,1.0
2020-05-01 02:43:57,200.0,355.49384824358646,120.0,644.3641120292458,1.0
2020-05-01 02:45:01,200.0,357.0580273383634,120.0,696.1090744100387,1.0
2020-05-01 02:45:57,200.0,318.50683694818633,120.0,649.9946163152608,1.0
2020-05-01 02:46:56,200.0,350.2312034035928,120.0,636.3807225805597,1.0
2020-05-01 02:48:04,200.0,280.00429288385845,120.0,704.7007448088076,1.0
2020-05-01 02:48:57,200.0,279.5404400680307,120.0,682.9235652981213,1.0
2020-05-01 02:49:55,200.0,275.13944736652604,120.0,698.0214705945205,1.0
2020-05-01 02:50:57,200.0,329.2781935270004,120.0,682.9681913235755,1.0
2020-05-01 02:51:57,200.0,301.8402816655179,120.0,696.4207652975673,1.0
2020-05-01 02:53:00,200.0,305.3346637491365,120.0,658.7243601674963,1.0
2020-05-01 02:53:55,200.0,263.1849543446767,120.0,649.1439289553883,1.0
2020-05-01 02:55:02,200.0,303.0921306388249,120.0,692.0398629570407,1.0
2020-05-01 02:56:01,200.0,269.8717646780249,120.0,654.914758395654,1.0
2020-05-01 02:57:01,200.0,264.49452991619046,120.0,657.761255556245,1.0
2020-05-01 02:57:55,200.0,277.6110280799604,120.0,663.6116874120664,1.0
2020-05-01 02:59:04,200.0,302.5880668504512,120.0,675.4369789756264,1.0
2020-05-01 03:00:00,200.0,341.97178024874603,120.0,666.1501522186629,1.0
2020-05-01 03:00:59,200.0,288.625723883555,120.0,640.6262176645496,1.0
2020-05-01 03:02:03,200.0,298.07063308241425,120.0,658.9095399291778,1.0
2020-05-01 03:02:57,200.0,266.1642021086332,120.0,619.4149211943893,1.0
2020-05-01 03:03:59,200.0,319.39929628126526,120.0,690.6307862756797,1.0
2020-05-01 03:04:57,200.0,282.3987812589578,120.0,634.9485586098313,1.0
2020-05-01 03:05:58,200.0,318.99946887613686,120.0,647.3904165142887,1.0
2020-05-01 03:07:04,200.0,296.6545381661622,120.0,676.3041269815244,1.0
2020-05-01 03:07:59,200.0,343.56000903039103,120.0,656.5109250902171,1.0
2020-05-01 03:08:55,200.0,327.6584976915585,120.0,713.5753648851684,1.0
2020-05-01 03:10:00,200.0,357.5994432297138,120.0,642.6785772569137,1.0
2020-05-01 03:11:02,200.0,289.9418626933234,120.0,681.6762717337295,1.0
2020-05-01 03:12:01,200.0,325.67023156987057,120.0,674.0179295443127,1.0
2020-05-01 03:12:56,200.0,312.0114523658413,120.0,645.7976625564701,1.0
2020-05-01 03:13:56,200.0,321.11743043774385,120.0,688.0819165132939,1.0
2020-05-01 03:15:02,200.0,342.3424267212701,120.0,670.7113417194438,1.0
2020-05-01 03:15:56,200.0,301.7004783482734,120.0,694.2947637803417,1.0
2020-05-01 03:17:01,200.0,345.2596242239228,120.0,695.5876038490933,1.0
2020-05-01 03:18:03,200.0,285.7137519724872,120.0,729.0808987320172,1.0
2020-05-01 03:18:56,200.0,352.6755835183242,120.0,708.4131987359098,1.0
2020-05-01 03:20:00,,317.98874194114165,120.0,665.770454051439,1.0
2020-05-01 03:21:04,200.0,303.084830974418,120.0,669.0155205606019,1.0
2020-05-01 03:21:57,200.0,325.1599233208506,120.0,702.4914898971779,1.0
2020-05-01 03:22:57,200.0,371.788497904271,120.0,691.381593268065,1.0
2020-05-01 03:23:59,200.0,283.30859519764545,120.0,691.0032881524398,1.0
2020-05-01 03:25:03,200.0,303.55543991571426,120.0,634.5760988922291,1.0
2020-05-01 03:26:02,200.0,253.10594962335333,120.0,674.3918468900266,1.0
2020-05-01 03:26:56,200.0,258.04591211676086,120.0,656.5492272698577,1.0
2020-05-01 03:28:00,200.0,317.8364690612866,120.0,681.998114976081,1.0
2020-05-01 03:28:58,200.0,293.20033695916374,120.0,672.5462402589261,1.0
2020-05-01 03:29:59,200.0,286.73846575629256,120.0,697.7544727023148,1.0
2020-05-01 03:31:01,200.0,290.1789691978553,120.0,682.9304553797825,1.0
2020-05-01 03:31:59,200.0,301.5283963086728,120.0,694.6581990527244,1.0
2020-05-01 03:33:00,200.0,275.0700533262563,120.0,663.3395225816014,1.0
2020-05-01 03:34:01,200.0,303.2527707672447,120.0,651.3888436020437,1.0
2020-05-01 03:35:03,200.0,311.53122087183647,120.0,664.7487576699363,1.0
2020-05-01 03:36:00,200.0,321.32035804776143,120.0,674.574489653464,1.0
2020-05-01 03:37:04,200.0,320.6209182728103,120.0,684.4787933888771,1.0
2020-05-01 03:38:02,200.0,299.1014478582594,120.0,731.4827237672713,1.0
2020-05-01 03:38:55,200.0,313.9748902644693,120.0,673.943571208484,1.0
2020-05-01 03:39:58,200.0,290.465370186392,120.0,651.1013749876806,1.0
2020-05-01 03:40:59,200.0,288.0621065089881,120.0,666.3504556075153,1.0
2020-05-01 03:42:01,200.0,295.31405453203354,120.0,663.4101006338476,1.0
2020-05-01 03:42:57,200.0,331.43953739987523,120.0,687.0370368443365,1.0
2020-05-01 03:44:02,200.0,285.4420206070218,120.0,636.4800746388844,1.0
2020-05-01 03:45:01,200.0,269.38768626273736,120.0,676.5815498550083,1.0
2020-05-01 03:45:55,200.0,337.2980265836942,120.0,678.9126634491344,1.0
2020-05-01 03:47:00,200.0,292.55234286949366,120.0,680.8045259050069,1.0
2020-05-01 03:48:03,200.0,368.4761602987374,120.0,660.067098275866,1.0
2020-05-01 03:49:03,200.0,293.5844239831875,120.0,669.0519567565998,1.0
2020-05-01 03:50:03,200.0,304.7831529452465,120.0,639.3984772754367,1.0
2020-05-01 03:51:01,200.0,264.6182796024724,120.0,662.6670029159452,1.0
2020-05-01 03:51:56,200.0,304.7743611884564,120.0,661.428463099582,1.0
2020-05-01 03:53:00,200.0,321.5573350921052,120.0,685.4012511565356,1.0
2020-05-01 03:53:57,200.0,322.4054095214475,120.0,646.0954392044522,1.0
2020-05-01 03:54:56,200.0,326.4083011421704,120.0,694.5299525427498,1.0
2020-05-01 03:56:02,200.0,307.1801349796752,120.0,712.3621136122842,1.0
2020-05-01 03:56:57,200.0,335.2141135652136,120.0,623.2503743746616,1.0
2020-05-01 03:58:02,200.0,316.59993837008324,120.0,685.6564682694525,1.0
2020-05-01 03:58:55,200.0,325.3759885049255,120.0,691.9227008757562,1.0
2020-05-01 04:00:00,200.0,309.2390959127469,120.0,659.0640743611942,1.0
2020-05-01 04:01:00,200.0,309.4020775878842,120.0,665.0682046417801,1.0
2020-05-01 04:02:03,200.0,305.44723891154973,120.0,671.6779855603261,1.0
2020-05-01 04:02:58,200.0,324.3333961084547,120.0,667.5552280149568,1.0
2020-05-01 04:03:59,200.0,329.89134400722253,120.0,667.274675773822,1.0
2020-05-01 04:05:02,200.0,326.3554938963101,120.0,633.0999048417506,1.0
2020-05-01 04:06:04,200.0,311.4056245126192,120.0,703.808289119578,1.0
2020-05-01 04:06:57,200.0,312.2592603038312,120.0,701.9904648009206,1.0
2020-05-01 04:08:01,200.0,299.8558686539932,120.0,654.6658935198949,1.0
2020-05-01 04:08:56,200.0,325.67797709311606,120.0,638.3393918049371,1.0
2020-05-01 04:09:57,200.0,271.3504447316556,120.0,688.026621911319,1.0
2020-05-01 04:10:58,200.0,269.2384152686106,120.0,660.6053007546733,1.0
2020-05-01 04:11:58,200.0,301.4882549248858,120.0,678.5488290830195,1.0
2020-05-01 04:12:57,200.0,340.5495988195298,120.0,667.0167895713727,1.0
2020-05-01 04:13:56,200.0,327.63215752978545,120.0,692.2884687767547,1.0
2020-05-01 04:14:55,200.0,304.3071150165235,120.0,692.3687285914001,1.0
2020-05-01 04:16:00,200.0,295.2469822654528,120.0,656.8600655384104,1.0
2020-05-01 04:16:59,200.0,302.2778059482212,120.0,640.4159011151236,1.0
2020-05-01 04:17:58,200.0,333.0058002911935,120.0,635.4265400666229,1.0
2020-05-01 04:18:59,200.0,341.73058948463347,120.0,690.2594844776801,1.0
2020-05-01 04:19:55,200.0,322.86355718774087,120.0,645.2785185553993,1.0
2020-05-01 04:20:59,200.0,273.9482150284596,120.0,662.3295911425328,1.0
2020-05-01 04:22:01,200.0,312.0171884615362,120.0,660.0921490387373,1.0
2020-05-01 04:22:56,200.0,317.08940540377034,120.0,673.6858175932614,1.0
2020-05-01 04:24:03,200.0,309.52845590098224,120.0,626.5930048538373,1.0
2020-05-01 04:24:57,200.0,310.3941337825024,120.0,679.7194649198457,1.0
2020-05-01 04:25:59,200.0,299.44266527420064,120.0,688.0972755958552,1.0
2020-05-01 04:26:58,200.0,280.88152535375644,120.0,677.2105521761165,1.0
2020-05-01 04:28:00,200.0,351.0577447857036,120.0,667.2278457075382,1.0
2020-05-01 04:28:59,200.0,275.8323184474771,120.0,677.4350041567196,1.0
2020-05-01 04:30:00,200.0,349.44728446070343,120.0,684.9761586410033,1.0
2020-05-01 04:31:00,200.0,304.6703089932448,120.0,605.6851810893338,1.0
2020-05-01 04:32:01,200.0,322.9767134214354,120.0,723.8978077062674,1.0
2020-05-01 04:33:02,200.0,328.1256840794591,120.0,684.7523330671982,1.0
2020-05-01 04:34:02,200.0,336.10490423516114,120.0,658.6897854403245,1.0
2020-05-01 04:34:58,200.0,285.09406879575624,120.0,665.22616562031,1.0
2020-05-01 04:35:58,200.0,318.8470223973528,120.0,687.3435444337297,1.0
2020-05-01 04:36:57,200.0,301.9511479317304,120.0,672.0974015241409,1.0
2020-05-01 04:37:57,200.0,263.9004204694144,120.0,624.2328883054627,1.0
2020-05-01 04:39:04,200.0,280.37402221192514,120.0,726.6123215339829,1.0
2020-05-01 04:39:59,200.0,304.314810868613,120.0,672.2364835691882,1.0
2020-05-01 04:41:00,200.0,338.5102594491684,120.0,700.504317792895,1.0
2020-05-01 04:41:56,200.0,283.66897435654954,120.0,657.6987538053902,1.0
2020-05-01 04:43:00,200.0,310.8258692493027,120.0,713.409426356145,1.0
2020-05-01 04:44:01,200.0,296.1709665207621,120.0,682.158592222307,1.0
2020-05-01 04:45:02,200.0,322.5450540586741,120.0,690.2210958618863,1.0
2020-05-01 04:45:58,200.0,303.508700471557,120.0,648.8686658463262,1.0
2020-05-01 04:46:56,200.0,298.392985772502,120.0,705.2786322420675,1.0
2020-05-01 04:48:02,200.0,320.717670961538,120.0,692.2454541133698,1.0
2020-05-01 04:48:59,200.0,300.2991076207991,120.0,707.546155739125,1.0
2020-05-01 04:49:58,200.0,325.15115267863285,120.0,659.2978110089605,1.0
2020-05-01 04:50:57,200.0,259.29695290016275,120.0,662.9743220384803,1.0
2020-05-01 04:52:02,200.0,266.6455339050676,120.0,732.5979174420986,1.0
2020-05-01 04:53:04,200.0,311.0142123373898,120.0,648.4996044319613,1.0
2020-05-01 04:53:59,200.0,277.60611656711524,120.0,671.601257483042,1.0
2020-05-01 04:55:04,200.0,338.8993803385404,120.0,703.4222840650674,1.0
2020-05-01 04:56:04,200.0,298.9821278778193,120.0,677.4431241928714,1.0
2020-05-01 04:56:55,200.0,280.3635396722121,120.0,689.5738419938324,1.0
2020-05-01 04:58:04,200.0,280.014466455851,120.0,665.0137742684282,1.0
2020-05-01 04:58:59,200.0,342.32976689508,120.0,684.251397196188,1.0
2020-05-01 04:59:55,200.0,323.12207128790754,120.0,642.3368287066171,1.0
2020-05-01 05:00:55,200.0,336.66741190685855,120.0,716.4532669904547,1.0
2020-05-01 05:01:59,200.0,287.46661011740457,120.0,672.0458988717858,1.0
2020-05-01 05:02:59,200.0,302.6348279816132,120.0,657.9955449000787,1.0
2020-05-01 05:03:58,200.0,295.00098626489466,120.0,691.6595770507979,1.0
2020-05-01 05:04:59,200.0,259.57576007026995,120.0,663.4820053152862,1.0
2020-05-01 05:06:04,200.0,311.09205811256936,120.0,641.6435382149311,1.0
2020-05-01 05:06:59,200.0,313.6845434344144,120.0,641.3320623550611,1.0
2020-05-01 05:08:01,200.0,256.0767796476657,120.0,692.3443288172533,1.0
2020-05-01 05:09:02,200.0,285.22964035321337,120.0,671.0106640463433,1.0
2020-05-01 05:09:55,200.0,313.4586365459952,120.0,671.657461008289,1.0
2020-05-01 05:11:00,200.0,321.48832219492886,120.0,701.9435951494065,1.0
2020-05-01 05:12:02,200.0,298.91075527689105,120.0,646.8293547810814,1.0
2020-05-01 05:13:00,200.0,309.8743827755476,120.0,656.7330561783793,1.0
2020-05-01 05:13:57,200.0,350.75431653995935,120.0,665.3780047704681,1.0
2020-05-01 05:14:56,200.0,305.46687919782704,120.0,677.3587897329269,1.0
2020-05-01 05:15:56,200.0,333.08856679803864,120.0,673.9457137177355,1.0
2020-05-01 05:16:56,200.0,284.25758615337446,120.0,667.8278201902523,1.0
2020-05-01 05:18:01,200.0,277.91978347048564,120.0,673.4593399476088,1.0
2020-05-01 05:19:02,200.0,312.5791777220245,120.0,672.3173680927206,1.0
2020-05-01 05:20:01,200.0,322.14332219038454,120.0,657.0098902862052,1.0
2020-05-01 05:20:59,200.0,313.0165989320234,120.0,654.675175286148,1.0
2020-05-01 05:21:58,200.0,347.41040817896567,120.0,681.8629089430984,1.0
2020-05-01 05:22:56,200.0,346.8708975089663,120.0,652.7271229251118,1.0
2020-05-01 05:23:55,200.0,322.1689564630997,120.0,646.0661185202287,1.0
2020-05-01 05:25:04,200.0,310.4950883644017,120.0,667.1926937218577,1.0
2020-05-01 05:26:01,200.0,314.305587088421,120.0,671.0583245959047,1.0
2020-05-01 05:27:02,200.0,308.2849348634188,120.0,731.4180874324552,1.0
2020-05-01 05:27:59,200.0,300.34097836578195,120.0,657.3824931035941,1.0
2020-05-01 05:28:55,200.0,319.7910087575137,120.0,698.5815181242374,1.0
2020-05-01 05:30:04,200.0,324.3564669602137,120.0,693.6797083551158,1.0
2020-05-01 05:31:01,200.0,298.78103702709063,120.0,645.2763761199066,1.0
2020-05-01 05:31:57,200.0,266.9025374721469,120.0,694.331324435065,1.0
2020-05-01 05:32:58,200.0,271.28529271904125,120.0,645.402983995167,1.0
2020-05-01 05:33:56,200.0,316.9430866623573,120.0,608.5206940500815,1.0
2020-05-01 05:34:57,200.0,293.82999796458233,120.0,690.1579881089846,1.0
2020-05-01 05:35:55,200.0,310.0707679106713,120.0,631.1027354140571,1.0
2020-05-01 05:37:02,200.0,287.63387851086753,120.0,686.2733615451478,1.0
2020-05-01 05:37:56,200.0,291.62756726544404,120.0,657.8997275565696,1.0
2020-05-01 05:39:04,200.0,306.6189052676419,120.0,716.4887699047468,1.0
2020-05-01 05:40:01,200.0,310.2660756105612,120.0,701.7127349829002,1.0
