batch_id,reactor_start_time,reactor_end_time,filter_start_time,filter_end_time,reactor,filter,reactor_temp_mean_reactor,reactor_temp_std_reactor,reactor_temp_first_reactor,reactor_temp_last_reactor,reactor_temp_sum_reactor,reactor_temp_median_reactor,reactor_temp_amin_reactor,reactor_temp_amax_reactor,reactor_temp_increase_reactor,reactor_agitator_speed_mean_reactor,reactor_agitator_speed_std_reactor,reactor_agitator_speed_first_reactor,reactor_agitator_speed_last_reactor,reactor_agitator_speed_sum_reactor,reactor_agitator_speed_median_reactor,reactor_agitator_speed_amin_reactor,reactor_agitator_speed_amax_reactor,reactor_agitator_speed_increase_reactor,reactor_P_mean_reactor,reactor_P_std_reactor,reactor_P_first_reactor,reactor_P_last_reactor,reactor_P_sum_reactor,reactor_P_median_reactor,reactor_P_amin_reactor,reactor_P_amax_reactor,reactor_P_increase_reactor,filter_trough_lvl_mean_filter,filter_trough_lvl_std_filter,filter_trough_lvl_first_filter,filter_trough_lvl_last_filter,filter_trough_lvl_sum_filter,filter_trough_lvl_median_filter,filter_trough_lvl_amin_filter,filter_trough_lvl_amax_filter,filter_trough_lvl_increase_filter,filter_infeed_mean_filter,filter_infeed_std_filter,filter_infeed_first_filter,filter_infeed_last_filter,filter_infeed_sum_filter,filter_infeed_median_filter,filter_infeed_amin_filter,filter_infeed_amax_filter,filter_infeed_increase_filter,batch_type
10,2017-03-27 08:13:00,2017-03-27 10:03:00,2017-03-27 10:25:00,2017-03-27 11:21:00,reactor_1,filter_a,0.03391280483648969,2.0166013790583754,-1.793048529160466,0.2780185971416314,3.7304085320138656,0.011235574293278799,-3.999974423505334,3.99999079245564,2.0710671263020974,-0.06097180409469607,1.991915690249971,-0.4503665024057692,0.8005027849721271,-6.706898450416568,0.0007293214858484004,-3.9968430489349775,3.996611681189033,1.2508692873778964,0.11794261589715298,0.9840140336456021,0.2220942016947691,1.6913303934822443,12.973687748686828,0.1691591187906433,-1.840050559878457,3.164586389680088,1.4692361917874752,82.5,48.92851929090027,0.0,165.0,4620.0,82.5,0.0,165.0,165.0,3.0,0.0,3.0,3.0,168.0,3.0,3.0,3.0,0.0,bad
11,2017-03-27 10:04:00,2017-03-27 11:43:00,2017-03-27 11:48:00,2017-03-27 12:11:00,reactor_1,filter_a,0.07136658000632755,1.017876919503975,-0.1998430978917966,0.5311576927910565,7.065291420626427,-0.0452774786269488,-2.087614315202817,2.963591093965417,0.7310007906828531,-0.0813161292439603,0.9925649181404801,0.3248784499738593,-1.069858945130259,-8.05029679515207,-0.1201703616131667,-3.0616269717704845,2.077983855862169,-1.3947373951041182,-0.06194908127253975,0.9687580710166902,0.9162611033339184,-0.1405727602693096,-6.132959045981435,-0.1084302584692825,-2.542521225151908,2.2707354994790783,-1.056833863603228,249.95652173913044,0.20851441405707885,249.0,250.0,5749.0,250.0,249.0,250.0,1.0,3.0,0.0,3.0,3.0,69.0,3.0,3.0,3.0,0.0,
12,2017-03-27 11:44:00,2017-03-27 12:02:00,2017-03-27 12:25:00,2017-03-27 12:35:00,reactor_1,filter_a,-0.09740991888552204,1.0097166356900824,-0.3726715778195892,0.5702893153125105,-1.7533785399393969,-0.0651085696194499,-1.9327923830002665,1.832076326039876,0.9429608931320996,-0.592511705067836,1.0301767195259974,-1.1910596189572862,-1.9712851440295185,-10.665210691221048,-1.0266798125706276,-1.9712851440295185,2.43442645395925,-0.7802255250722323,0.17282600920516644,1.6409439179541225,3.3324875887442422,-0.7949326064554911,3.110868165692996,0.39716595754773804,-2.3289320601964905,3.3324875887442422,-4.127420195199734,250.0,0.0,250.0,250.0,2500.0,250.0,250.0,250.0,0.0,10.0,0.0,10.0,10.0,100.0,10.0,10.0,10.0,0.0,
13,2017-03-27 12:03:00,2017-03-27 12:15:00,2017-03-27 13:02:00,2017-03-27 14:00:00,reactor_1,filter_a,-0.1713506686819418,0.9407585470348879,-1.383167337676618,-0.7491301929849858,-2.0562080241833014,0.11623052858223985,-1.4760225097935566,1.0589893475540593,0.6340371446916322,0.7218820825891573,0.6631253500448193,0.257760508754097,1.2644371781687718,8.662584991069888,0.8178994141582459,-0.3333280304276512,1.614690274092179,1.0066766694146747,-0.43661772572368607,0.770706581476822,-1.785152492924618,0.340271749202992,-5.239412708684233,-0.4029107569886131,-1.785152492924618,0.9446251305131532,2.12542424212761,107.86258317723419,124.79751497679236,250.0,-0.265696191954506,6256.0298242795825,1.543037518272833,-1.437106907678824,250.0,-250.2656961919545,4.399577548593993,4.97059224165086,10.0,0.7384712699085432,255.1754978184516,1.2324464621842388,-2.080952073926386,10.0,-9.261528730091456,good
14,2017-03-27 12:16:00,2017-03-27 12:22:00,2017-03-27 14:05:00,2017-03-27 14:23:00,reactor_1,filter_a,-0.6635901524396268,0.5512307902527178,-0.9528409602803206,-1.0228829713702878,-3.981540914637761,-0.7092700185588511,-1.3459203257391734,0.185707937854106,-0.07004201108996722,1.2130142804320543,1.1718676006104107,2.444645798225663,1.6866097744898096,7.278085682592326,1.6241861830665782,-0.9367799002436328,2.444645798225663,-0.7580360237358532,-0.10531345456246229,0.5757699511836833,-0.6781782934340309,-0.1769376701455394,-0.6318807273747737,-0.2186134483927271,-0.6781782934340309,0.8201640567847617,0.5012406232884915,0.9575746090348698,1.5722363531531296,0.0,0.1385674145355753,17.236342962627656,0.22935023164579685,-0.3289109508911986,5.0,0.1385674145355753,0.5305597486294825,0.9139373730744943,1.0,0.8623237551111729,9.550075475330685,0.9311618775555864,-1.3923090715144375,1.975606503494152,-0.13767624488882713,
15,2017-03-27 12:23:00,2017-03-27 12:36:00,2017-03-27 14:52:00,2017-03-27 15:06:00,reactor_1,filter_a,0.12267106975439046,1.0574054402600466,2.050592020546182,0.570917318993813,1.594723906807076,0.51775473042816,-1.5336046492541695,2.050592020546182,-1.479674701552369,-0.3887359201584937,1.2158932845200807,-0.4653683338098974,-0.1304140256292382,-5.053566962060418,-0.132951895106623,-2.900379319089885,1.156834589238558,0.3349543081806592,0.3553816273050205,1.3417691352221848,-1.4014411990372169,-0.2547915945607785,4.619961154965266,0.4910801753155039,-1.4014411990372169,2.7975100903206847,1.1466496044764383,5.629577599452179,3.9901100946698884,0.0,0.8140863923305041,78.81408639233051,5.5,0.0,12.0,0.8140863923305041,1.0043775831357986,0.0163794162762781,1.0,1.0612861639011812,14.061286163901181,1.0,1.0,1.0612861639011812,0.061286163901181245,
16,2017-03-27 12:37:00,2017-03-27 13:29:00,2017-03-27 15:21:00,2017-03-27 16:19:00,reactor_1,filter_a,-0.10474364819754109,1.06654243686685,1.4877945382983544,-3.5573785186423947,-5.446669706272137,-0.013146652629370951,-3.999974423505334,1.7324767806063703,-5.045173056940749,0.15184667103103472,1.1518580440122237,-0.8019302163603077,1.9538534083152672,7.896026893613806,0.15470508363153096,-2.760120277221765,3.3256352397870126,2.755783624675575,-0.11071398738668366,0.9897735787493193,0.1763189377066451,-1.0672135555927185,-5.75712734410755,-0.12683568150809144,-2.6553977255513392,2.33700790149546,-1.2435324932993637,114.26728125171877,81.46916087273999,0.0,-0.5060952933014343,6627.502312599689,112.5,-0.5060952933014343,250.0,-0.5060952933014343,4.502552826791737,1.5292081743212995,5.0,-0.7534340431793587,261.14806395392077,5.0,-0.9992462528703016,5.0,-5.753434043179359,
17,2017-03-27 13:30:00,2017-03-27 14:47:00,2017-03-27 16:31:00,2017-03-27 16:35:00,reactor_1,filter_a,0.3237574024516616,2.7022097103186296,0.0,-3.8108886320160575,24.929319988777944,0.6333658961467571,-3.999998976939167,3.99999079245564,-3.8108886320160575,-0.1612441879555096,2.7730677911075237,-2.210737993954426,3.847675632917669,-12.415802472574239,-0.1503126247650989,-3.9968430489349775,3.9970662386548073,6.058413626872095,0.08817390950124855,0.8528994816302868,0.0,-1.1432665896048175,6.789391031596138,0.1849234617297106,-1.19999969308175,1.3476341156751326,-1.1432665896048175,4.5,3.872983346207417,0.0,9.0,18.0,4.5,0.0,9.0,9.0,3.0,0.0,3.0,3.0,12.0,3.0,3.0,3.0,0.0,
18,2017-03-27 14:48:00,2017-03-27 16:03:00,2017-03-27 17:01:00,2017-03-27 17:51:00,reactor_1,filter_a,0.20712798096554533,1.7143831919618246,0.0,2.276511465498694,15.534598572415899,0.0691332631898379,-3.951777349824113,3.99999079245564,2.276511465498694,-0.07893190292147632,1.7183748833143975,-2.210737993954426,1.0630559215003486,-5.919892719110724,0.046628594665346,-3.996372135890381,3.996611681189033,3.2737939154547746,0.006537217557459159,0.9244815426686362,0.0,-0.8220658820179073,0.49029131680943694,0.1506378162257233,-2.56925457296045,1.723944245115242,-0.8220658820179073,158.1,40.02155031724681,90.0,147.0,7905.0,154.5,90.0,228.0,57.0,3.0,0.0,3.0,3.0,150.0,3.0,3.0,3.0,0.0,
19,2017-03-27 16:04:00,2017-03-27 17:06:00,2017-03-27 17:59:00,2017-03-27 18:04:00,reactor_1,filter_a,-0.20911411603335084,1.7530571948006861,0.5125129491456429,-1.3031657468761926,-12.965075194067753,-0.0703851351000421,-3.999998976939167,3.949989630777718,-1.8156786960218354,0.1508663838016339,1.7262807162297134,-0.464367054472147,1.2937490316119908,9.353715795701302,0.1683716539103417,-3.9212618422984105,3.996611681189033,1.7581160860841378,0.08613563163448092,1.020228308496602,1.3082106913920952,-1.2809044633320543,5.340409161337817,0.1522297077938196,-2.6325527754384432,1.9355203097611764,-2.5891151547241495,180.0,4.743416490252569,174.0,186.0,900.0,180.0,174.0,186.0,12.0,3.0,0.0,3.0,3.0,15.0,3.0,3.0,3.0,0.0,
20,2017-03-27 17:07:00,2017-03-27 17:36:00,2017-03-27 18:26:00,2017-03-27 19:10:00,reactor_1,filter_a,0.004586840547642671,0.9440368008568547,1.1371981215347349,-1.1530074470755616,0.13301837588163745,0.0007696306142424,-1.7159683792072835,1.7710133799917966,-2.2902055686102964,0.19973043324246212,0.939589772583064,0.1461231856242777,0.268684582705706,5.7921825640314015,0.0500885794812563,-1.4796071795610612,2.6194839830664,0.1225613970814283,-0.15752928965012128,0.7930891620238149,1.271448156419858,-0.6153718829030287,-4.568349399853517,-0.1129803589749755,-1.800684144412232,1.271448156419858,-1.8868200393228869,104.95111708343956,60.48867679182147,81.0,-1.4935694133709887,4617.84915167134,118.5,-2.162573330308078,183.0,-82.49356941337099,2.3885254041144854,1.2619313480477117,3.0,0.6275142619470979,105.09511778103736,3.0,-0.8035879568625225,3.0,-2.372485738052902,
21,2017-03-27 17:37:00,2017-03-27 18:58:00,2017-03-27 19:35:00,2017-03-27 19:52:00,reactor_1,filter_a,0.04807491225206738,0.9615602625574518,-0.7624202686933569,1.4923205009343128,3.894067892417458,0.0523680517543443,-1.910749785594656,2.664293885743432,2.2547407696276696,-0.017319193327032224,1.0460116749256994,-0.8685971575253488,2.0579805603338723,-1.40285465948961,-0.2255194733737609,-1.818510863109968,2.8574140364571616,2.926577717859221,0.0632172993698872,1.0266137261845665,2.012033274694466,0.0861540308809214,5.120601248960863,-0.0273874426267913,-2.1521876511091143,2.192566153100452,-1.9258792438135446,8.0,5.049752469181039,0.0,16.0,136.0,8.0,0.0,16.0,16.0,1.0,0.0,1.0,1.0,17.0,1.0,1.0,1.0,0.0,
22,2017-03-27 18:59:00,2017-03-27 20:53:00,2017-03-27 21:17:00,2017-03-27 21:59:00,reactor_1,filter_a,0.1340541861903861,1.7654828438499381,-0.1771237806900796,-1.1708255156284202,15.282177225704014,0.12786221901782124,-3.999998976939167,3.99999079245564,-0.9937017349383406,-0.001075273008885794,1.7996739142151277,2.178533550313404,1.154908796092045,-0.12258112301298052,-0.08311323801687955,-3.996372135890381,3.996611681189033,-1.023624754221359,0.1065987585816925,0.8375212205778816,-0.2607200484453571,-0.5930220354343599,12.152258478312945,0.1258328961597765,-1.794389545031711,2.47080714849776,-0.3323019869890028,102.5,61.33922073192649,0.0,205.0,4305.0,102.5,0.0,205.0,205.0,5.0,0.0,5.0,5.0,210.0,5.0,5.0,5.0,0.0,bad
23,2017-03-27 20:54:00,2017-03-27 22:21:00,2017-03-27 22:41:00,2017-03-27 22:42:00,reactor_1,filter_a,0.07919003656337503,1.6677739754876868,0.1679887826755721,0.8958286265354513,6.889533181013627,0.010951526811096,-3.999998976939167,3.9508875322986903,0.7278398438598792,-0.035940683151453996,1.772644923549321,-0.1915220143583208,1.0357526529137584,-3.126839434176498,-0.171444557318196,-3.996372135890381,3.996611681189033,1.2272746672720791,-0.07845104189658897,0.8920968904577428,-1.0566745190144369,-0.1083610780441757,-6.82524064500324,-0.1401990336075331,-2.065938907312041,2.017847345111663,0.9483134409702612,250.0,,250.0,250.0,250.0,250.0,250.0,250.0,0.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,
24,2017-03-27 22:22:00,2017-03-27 23:35:00,2017-03-27 23:55:00,2017-03-28 00:30:00,reactor_1,filter_a,-0.16762797620528533,1.0281509590958207,-1.057080754781858,1.4116482045064414,-12.236842262985828,-0.1411136106805499,-2.5837438069580774,2.25552260560311,2.468728959288299,-0.19927606223547897,0.901969242485619,0.353854555961839,-0.2556775509357099,-14.547152543189965,-0.2556775509357099,-2.3879639338689205,2.307603248198502,-0.6095321068975489,-0.12535649067728458,0.9319017873789875,0.5998413245724562,0.3394147192797725,-9.151023819441773,0.0099813700287299,-2.526346252937034,1.751491033919324,-0.2604266052926837,137.17142857142858,89.32013991792657,250.0,102.0,4801.0,90.0,39.0,250.0,-148.0,3.742857142857143,0.9804817886198223,5.0,3.0,131.0,3.0,3.0,5.0,-2.0,
25,2017-03-27 23:36:00,2017-03-28 01:08:00,2017-03-28 01:20:00,2017-03-28 01:47:00,reactor_1,filter_a,-0.08338947543889526,1.0491458010768981,-2.112252404417597,-0.6381552878711125,-7.671831740378364,-0.08412094247798735,-2.5797150642570625,2.43665641160155,1.4740971165464845,-0.05158134884821177,1.021797936110259,0.4703639634774047,0.6769320812266084,-4.745484094035483,-0.00947968583411485,-2.207099603831902,3.007282361758343,0.2065681177492037,0.08865744483071664,0.9566285440102401,0.7898909609735022,-0.1642262587620471,8.15648492442593,0.1008781677213624,-1.919197172972972,1.9931785383948248,-0.9541172197355493,39.0,23.811761799581316,0.0,78.0,1053.0,39.0,0.0,78.0,78.0,3.0,0.0,3.0,3.0,81.0,3.0,3.0,3.0,0.0,
26,2017-03-28 01:09:00,2017-03-28 01:39:00,2017-03-28 02:00:00,2017-03-28 02:23:00,reactor_1,filter_a,-0.0054105804678065035,1.903490919253711,0.0,-0.0242193577234945,-0.1623174140341951,-0.14107276508262573,-3.999998976939167,3.9508875322986903,-0.0242193577234945,0.02958742283368936,2.0485071832381743,-2.210737993954426,0.7273666409258792,0.8876226850106808,0.22087655561890218,-3.996372135890381,3.973585204119853,2.938104634880305,0.005656472738323111,0.8759310159101051,0.0,0.8060686438241145,0.16969418214969334,0.23771761301336425,-2.4115664688942537,1.185266259689607,0.8060686438241145,153.0,20.346989949375804,120.0,186.0,3519.0,153.0,120.0,186.0,66.0,3.0,0.0,3.0,3.0,69.0,3.0,3.0,3.0,0.0,
27,2017-03-28 01:40:00,2017-03-28 01:54:00,2017-03-28 02:31:00,2017-03-28 03:11:00,reactor_1,filter_a,0.2238466354180537,0.7501123339913274,-0.091044021650261,0.4935149188321984,3.1338528958527516,0.209769564053814,-0.7952466142188981,2.1585956761677094,0.5845589404824594,-0.3676855745766173,0.8722463697668796,-1.5339082584529735,-1.3526644042935858,-5.147598044072643,-0.24559399354487438,-2.25842005129648,0.7742675373979718,0.1812438541593877,0.3052149320587202,0.89064143885629,0.4608494321428548,-0.5326395099883708,4.273009048822082,0.29854822640223855,-0.7322114364757261,2.290519351600842,-0.9934889421312256,125.12934147527005,120.7937388458057,213.0,-0.5842389722738572,5005.173659010802,214.5,-1.9915868466224145,250.0,-213.58423897227385,1.523868872784344,1.7083311128923109,3.0,0.0991661330960655,60.954754911373755,3.0,-1.9991779450062104,3.0,-2.9008338669039344,good
28,2017-03-28 01:55:00,2017-03-28 02:23:00,2017-03-28 03:20:00,2017-03-28 03:48:00,reactor_1,filter_a,-0.37546822145464553,0.9395535957148866,0.078869363687603,1.6067616157172526,-10.513110200730075,-0.1537001423147334,-2.277685909015944,1.6067616157172526,1.5278922520296496,0.2000664372002445,0.6114016309705679,0.8150908568271856,0.6396074113703597,5.601860241606846,0.16323580545642202,-0.820168573828372,1.3970914227662277,-0.17548344545682593,0.20860271540685416,0.9053653744714314,0.4503496430717931,-1.3301063067186871,5.840876031391916,0.46551774000001356,-1.804452037533268,1.742404287192716,-1.7804559497904802,67.5,41.12987559751022,0.0,135.0,1890.0,67.5,0.0,135.0,135.0,5.0,0.0,5.0,5.0,140.0,5.0,5.0,5.0,0.0,
29,2017-03-28 02:24:00,2017-03-28 03:06:00,2017-03-28 04:12:00,2017-03-28 04:51:00,reactor_1,filter_a,-0.07027803427198151,1.8931400264408056,-0.5771327476466139,1.826405239585279,-2.9516774394232232,0.091327317808044,-3.949083647098415,3.99999079245564,2.4035379872318927,-0.2354080064591466,1.8498443158425393,-0.2531515034288166,-3.4889393274807894,-9.887136271284158,-0.3584991023408085,-3.972924667157559,3.9223875104988415,-3.2357878240519726,-0.09591764982622854,0.9113019364216359,0.8782136285131997,0.5479215718755837,-4.028541292701599,-0.18930338790367607,-1.6605162029708516,1.9762411660931616,-0.33029205663761607,19.0,11.40175425099138,0.0,38.0,741.0,19.0,0.0,38.0,38.0,1.0,0.0,1.0,1.0,39.0,1.0,1.0,1.0,0.0,
30,2017-03-28 03:07:00,2017-03-28 03:20:00,2017-03-28 04:56:00,2017-03-28 05:31:00,reactor_1,filter_a,0.03172088848117923,2.974965585132363,0.0,-2.348362767937313,0.41237155025533,0.0,-3.999998976939167,3.9508875322986903,-2.348362767937313,0.027599850144856528,2.9767855007138424,-2.210737993954426,0.16746418971385,0.35879805188313485,0.16746418971385,-3.996372135890381,3.973585204119853,2.3782021836682756,0.009516266544353814,0.8924896755397087,0.0,-0.7045088303811939,0.12371146507659958,0.0,-1.19999969308175,1.185266259689607,-0.7045088303811939,2.4357216333066174,3.683822393068823,0.0,1.5151292916153207,85.25025716573161,1.0,-1.3063626390755607,12.0,1.5151292916153207,0.5940493822660184,0.6894604215657442,1.0,0.9275264388038484,20.791728379310644,1.0,-1.1852848974970915,1.6181363515717375,-0.07247356119615156,
